device_instance,object_identifier,property_name,property_value,address,maxAPDULengthAccepted,segmentationSupported,objectName,description,units
2400001,trendLog:86,totalRecordCount,39257,192.168.168.1,480,segmentedBoth,st_stpt_tn_4,Space Temp Setpoint Trend,
2400001,trendLog:87,ackedTransitions,"[1, 1, 1]",192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,alignIntervals,TRUE,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,bufferSize,288,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,clientCovIncrement,"{""realIncrement"": 1.0}",192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,enable,TRUE,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,eventDetectionEnable,TRUE,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,eventEnable,"[0, 0, 1]",192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,eventState,normal,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x0361F748>, <bacpypes.basetypes.TimeStamp object at 0x0361F118>, <bacpypes.basetypes.TimeStamp object at 0x0361FE80>]",192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,intervalOffset,0,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,lastNotifyRecord,39219,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,logInterval,30000,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,loggingType,polled,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,notificationClass,1,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,notificationThreshold,129,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,notifyType,event,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,recordCount,288,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,recordsSinceNotification,38,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,startTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,statusFlags,"[0, 0, 0, 0]",192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,stopTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,stopWhenFull,FALSE,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:87,totalRecordCount,39257,192.168.168.1,480,segmentedBoth,temp_stpt_tn_4,Effective Sensor Reading,
2400001,trendLog:88,ackedTransitions,"[1, 1, 1]",192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,alignIntervals,TRUE,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,bufferSize,0,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,clientCovIncrement,"{""realIncrement"": 1.0}",192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,enable,TRUE,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,eventDetectionEnable,TRUE,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,eventEnable,"[0, 0, 1]",192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,eventState,normal,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x0361F7F0>, <bacpypes.basetypes.TimeStamp object at 0x0361FBF8>, <bacpypes.basetypes.TimeStamp object at 0x0361F8E0>]",192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,intervalOffset,0,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,lastNotifyRecord,0,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,logInterval,30000,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,loggingType,polled,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,notificationClass,1,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,notificationThreshold,1,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,notifyType,event,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,recordCount,0,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,recordsSinceNotification,0,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,startTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,statusFlags,"[0, 0, 0, 0]",192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,stopTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,stopWhenFull,FALSE,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:88,totalRecordCount,0,192.168.168.1,480,segmentedBoth,clg_pct_tn_4,,
2400001,trendLog:89,ackedTransitions,"[1, 1, 1]",192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,alignIntervals,TRUE,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,bufferSize,0,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,clientCovIncrement,"{""realIncrement"": 1.0}",192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,enable,TRUE,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,eventDetectionEnable,TRUE,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,eventEnable,"[0, 0, 1]",192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,eventState,normal,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x0361FE38>, <bacpypes.basetypes.TimeStamp object at 0x0361F568>, <bacpypes.basetypes.TimeStamp object at 0x0361F8B0>]",192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,intervalOffset,0,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,lastNotifyRecord,0,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,logInterval,30000,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,loggingType,polled,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,notificationClass,1,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,notificationThreshold,1,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,notifyType,event,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,recordCount,0,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,recordsSinceNotification,0,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,startTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,statusFlags,"[0, 0, 0, 0]",192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,stopTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,stopWhenFull,FALSE,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:89,totalRecordCount,0,192.168.168.1,480,segmentedBoth,htg_pct_tn_4,,
2400001,trendLog:9,ackedTransitions,"[1, 1, 1]",192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,alignIntervals,TRUE,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,bufferSize,288,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,clientCovIncrement,"{""realIncrement"": 1.0}",192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,enable,TRUE,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,eventDetectionEnable,TRUE,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,eventEnable,"[0, 0, 1]",192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,eventState,normal,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x0361FFD0>, <bacpypes.basetypes.TimeStamp object at 0x0361F910>, <bacpypes.basetypes.TimeStamp object at 0x0361FFB8>]",192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,intervalOffset,0,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,lastNotifyRecord,39220,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,logDeviceObjectProperty,"{""objectIdentifier"": [""analogOutput"", 2], ""propertyIdentifier"": ""presentValue""}",192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,logInterval,30000,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,loggingType,polled,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,notificationClass,1,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,notificationThreshold,129,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,notifyType,event,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,recordCount,288,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,recordsSinceNotification,37,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,startTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,statusFlags,"[0, 0, 0, 0]",192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,stopTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,stopWhenFull,FALSE,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:9,totalRecordCount,39257,192.168.168.1,480,segmentedBoth,mix_vlv_pos_trend_log_1,,
2400001,trendLog:90,ackedTransitions,"[1, 1, 1]",192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,alignIntervals,TRUE,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,bufferSize,288,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,clientCovIncrement,"{""realIncrement"": 1.0}",192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,enable,TRUE,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,eventDetectionEnable,TRUE,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,eventEnable,"[0, 0, 1]",192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,eventState,normal,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x0361F940>, <bacpypes.basetypes.TimeStamp object at 0x0361FAA8>, <bacpypes.basetypes.TimeStamp object at 0x0361F910>]",192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,intervalOffset,0,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,lastNotifyRecord,196203,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,logDeviceObjectProperty,"{""objectIdentifier"": [""analogInput"", 15], ""propertyIdentifier"": ""presentValue""}",192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,logInterval,6000,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,loggingType,polled,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,notificationClass,1,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,notificationThreshold,100,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,notifyType,event,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,recordCount,288,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,recordsSinceNotification,59,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,startTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,statusFlags,"[0, 0, 0, 0]",192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,stopTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,stopWhenFull,FALSE,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:90,totalRecordCount,196262,192.168.168.1,480,segmentedBoth,panel_surface_temp_trend_log_5,,
2400001,trendLog:91,ackedTransitions,"[1, 1, 1]",192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,alignIntervals,TRUE,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,bufferSize,100,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,clientCovIncrement,"{""realIncrement"": 1.0}",192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,enable,TRUE,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,eventDetectionEnable,TRUE,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,eventEnable,"[0, 0, 1]",192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,eventState,normal,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03588B50>, <bacpypes.basetypes.TimeStamp object at 0x03588F58>, <bacpypes.basetypes.TimeStamp object at 0x03588BE0>]",192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,intervalOffset,0,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,lastNotifyRecord,39243,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,logDeviceObjectProperty,"{""objectIdentifier"": [""binaryOutput"", 10], ""propertyIdentifier"": ""presentValue""}",192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,logInterval,30000,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,loggingType,polled,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,notificationClass,1,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,notificationThreshold,45,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,notifyType,event,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,recordCount,100,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,recordsSinceNotification,14,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,startTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,statusFlags,"[0, 0, 0, 0]",192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,stopTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,stopWhenFull,FALSE,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:91,totalRecordCount,39257,192.168.168.1,480,segmentedBoth,iosvlv_cmnd_trend_log_5,,
2400001,trendLog:92,ackedTransitions,"[1, 1, 1]",192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,alignIntervals,TRUE,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,bufferSize,288,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,clientCovIncrement,"{""realIncrement"": 1.0}",192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,enable,TRUE,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,eventDetectionEnable,TRUE,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,eventEnable,"[0, 0, 1]",192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,eventState,normal,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x03588340>, <bacpypes.basetypes.TimeStamp object at 0x035883B8>, <bacpypes.basetypes.TimeStamp object at 0x03588988>]",192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,intervalOffset,0,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,lastNotifyRecord,3,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,logInterval,0,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,loggingType,cov,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,notificationClass,1,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,notificationThreshold,129,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,notifyType,event,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,recordCount,18,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,recordsSinceNotification,15,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,startTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,statusFlags,"[0, 0, 0, 0]",192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,stopTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,stopWhenFull,FALSE,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:92,totalRecordCount,18,192.168.168.1,480,segmentedBoth,cool_request_tn_5,,
2400001,trendLog:93,ackedTransitions,"[1, 1, 1]",192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,alignIntervals,TRUE,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,bufferSize,100,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,clientCovIncrement,"{""realIncrement"": 1.0}",192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,enable,TRUE,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,eventDetectionEnable,TRUE,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,eventEnable,"[0, 0, 0]",192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,eventState,normal,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x035882C8>, <bacpypes.basetypes.TimeStamp object at 0x03588358>, <bacpypes.basetypes.TimeStamp object at 0x035888C8>]",192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,intervalOffset,0,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,lastNotifyRecord,0,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,logInterval,0,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,loggingType,cov,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,notificationClass,1,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,notificationThreshold,45,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,notifyType,event,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,recordCount,5,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,recordsSinceNotification,5,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,startTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,statusFlags,"[0, 0, 0, 0]",192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,stopTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,stopWhenFull,FALSE,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:93,totalRecordCount,5,192.168.168.1,480,segmentedBoth,maint_lockout_tn_5,Maintenance Lockout Trend,
2400001,trendLog:94,ackedTransitions,"[1, 1, 1]",192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,alignIntervals,TRUE,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,bufferSize,100,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,clientCovIncrement,"{""realIncrement"": 1.0}",192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,enable,TRUE,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,eventDetectionEnable,TRUE,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,eventEnable,"[0, 0, 0]",192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,eventState,normal,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,eventTimeStamps,"[<bacpypes.basetypes.TimeStamp object at 0x035883A0>, <bacpypes.basetypes.TimeStamp object at 0x03588118>, <bacpypes.basetypes.TimeStamp object at 0x03588B98>]",192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,intervalOffset,0,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,lastNotifyRecord,0,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,logInterval,0,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,loggingType,cov,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,notificationClass,1,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,notificationThreshold,45,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,notifyType,event,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,recordCount,5,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,recordsSinceNotification,5,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,startTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,statusFlags,"[0, 0, 0, 0]",192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,stopTime,"{""date"": [255, 255, 255, 255], ""time"": [0, 0, 0, 0]}",192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
2400001,trendLog:94,stopWhenFull,FALSE,192.168.168.1,480,segmentedBoth,man_ovd_tn_5,Manual Override Trend,
